id,ct_bciinsc,inscricao,potencial_construtivo,renda,dist_via_principal,dist_via_secundaria,dist_polo_padrao,dist_polo_valoriz,dist_polo_desvaloriz,area,predicao
10201515,01.01.014.0645,1010140645,0,1325.22,12.37,63.52,204.18,1582.76,845.61,400,662.76
10201516,01.01.014.0716,1010140716,0,1323.6,50.51,42.41,250.29,1631.53,862.64,400,714.63
10201517,01.01.014.0752,1010140752,0,1319.78,68.92,7.79,273.04,1655.12,871.35,400,740.77
10201518,01.01.014.1123,1010141123,0,1318.44,107.24,40.3,332.93,1720.4,930.56,400,719.94
10201519,01.01.014.1122,1010141122,0,1318.44,118.55,34.2,347.79,1735.49,937.25,400,709.05
10201520,01.01.014.1121,1010141121,0,1317.63,129.41,27.71,362.36,1750.32,944.76,400,740.38
10201521,01.01.014.1120,1010141120,0,1316.82,141.32,7.79,377.79,1765.91,952.18,400,730.57
10201522,01.01.011.8895,1010118895,0,1331.59,66.98,147.15,51.96,1406.78,816.87,400,640.92
10201523,01.01.011.2755,1010112755,0,1328.6,61.25,153.93,62.26,1447.43,852.5,400,635.68
10201524,01.01.011.2666,1010112666,0,1329.22,14.17,100.39,107.93,1461.59,805.29,400,692.56
10201525,01.01.011.2752,1010112752,0,1328.54,7.09,121.49,85.97,1454.79,843.93,400,703.28
10201526,01.01.011.8885,1010118885,0,1332.31,54.73,133.77,68.03,1406.23,801.31,400,672.71
10201527,01.01.011.2696,1010112696,0,1330.01,39.67,126.34,92.48,1456.59,824.86,400,668.93
10201528,01.01.011.2708,1010112708,0,1327.76,7.09,111.35,120.31,1490.11,832.07,400,683.58
10201529,01.01.011.9005,1010119005,0,1330.12,84.72,166.9,48.54,1415.32,838.5,400,642.4
10201530,01.01.014.0609,1010140609,0,1326.03,8.81,73.44,188.49,1550.6,835.75,400,658.7
10201531,01.01.014.0659,1010140659,0,1331.28,40.92,5.16,207.83,1502.57,715.17,400,756.51
10201532,01.01.014.0036,1010140036,0,1325.57,14.22,7.23,182.65,1517.31,784.57,400,759.31
10201533,01.01.015.0651,1010150651,0,1326.9,90.22,4.9,256.39,1569.31,659.27,400,732.02
10201534,01.01.015.0620,1010150620,0,1327.22,93.33,3.97,261.09,1578.36,760.12,400,718.53
10201535,01.01.015.0575,1010150575,0,1325.48,108.79,3.88,283.25,1618.52,693.07,400,726.86
10201564,01.01.011.9037,1010119037,0,1332.95,188.85,283.12,1.0,1301.08,870.92,400,583.03
10201536,01.01.015.0525,1010150525,0,1320.1,110.13,3.16,286.34,1623.93,722.47,400,729.6
10201537,01.01.015.0430,1010150430,0,1310.92,222.06,1.07,469.03,1855.52,943.09,400,705.23
10201538,01.10.015.1200,1100151200,0,1308.08,383.41,172.05,545.3,1925.2,841.71,400,563.81
10201539,01.10.015.1300,1100151300,0,1303.14,389.04,121.98,568.95,1944.98,935.48,400,599.47
10201540,01.01.013.3883,1010133883,0,1336.54,49.69,4.47,114.28,1428.67,638.08,400,813.57
10201541,01.01.015.0706,1010150706,0,1336.67,101.15,6.96,91.09,1439.35,588.51,400,840.64
10201542,01.01.013.3882,1010133882,0,1333.91,12.16,4.48,141.72,1442.9,662.59,400,843.85
10201543,01.01.015.0738,1010150738,0,1335.73,100.07,6.93,110.35,1454.3,599.77,400,790.82
10201544,01.01.011.2638,1010112638,0,1331.37,14.17,92.15,124.52,1466.65,774.74,400,690.35
10201545,01.01.015.0696,1010150696,0,1335.24,94.91,6.69,127.91,1467.17,634.35,400,787.79
10201546,01.01.015.0689,1010150689,0,1334.72,88.91,6.12,142.68,1478.16,651.01,400,794.18
10201547,01.01.014.0918,1010140918,0,1329.27,14.79,5.61,181.18,1493.28,735.17,400,785.87
10201548,01.01.015.0682,1010150682,0,1330.56,81.88,4.34,160.29,1495.77,657.91,400,769.69
10201549,01.01.013.2298,1010132298,0,1336.27,8.38,33.15,126.38,1395.45,653.3,400,861.72
10201550,01.01.011.8835,1010118835,0,1333.01,17.48,95.41,86.7,1406.66,746.34,400,696.16
10201551,01.01.015.0733,1010150733,0,1335.15,99.01,6.91,1.0,1396.53,426.46,400,874.74
10201552,01.01.015.1208,1010151208,0,1342.5,198.0,82.32,1.0,1409.37,449.11,400,655.07
10201553,01.01.015.1207,1010151207,0,1342.16,184.72,68.7,1.0,1398.75,469.1,400,660.33
10201554,01.01.015.0830,1010150830,0,1339.97,114.35,6.6,30.93,1395.56,528.9,400,861.73
10201555,01.01.015.0829,1010150829,0,1340.93,117.3,6.59,20.35,1387.73,534.7,400,850.44
10201556,01.01.015.0814,1010150814,0,1339.52,108.61,6.84,46.12,1406.29,544.64,400,862.06
10201557,01.01.015.0747,1010150747,0,1338.09,104.69,7.04,74.63,1426.23,581.3,400,853.61
10201558,01.01.011.8977,1010118977,0,1330.79,160.73,239.9,1.0,1361.45,873.02,400,605.75
10201559,01.01.011.9000,1010119000,0,1333.16,86.63,166.55,39.07,1366.89,800.87,400,644.03
10201560,01.01.011.2300,1010112300,0,1327.06,81.32,194.15,1.0,1369.72,904.64,400,657.86
10201561,01.01.013.3742,1010133742,0,1338.91,46.24,4.47,80.82,1378.76,606.48,400,856.63
10201562,01.01.011.8947,1010118947,0,1329.34,109.01,197.6,1.0,1383.99,874.93,400,644.91
10201563,01.01.011.1650,1010111650,0,1331.91,227.3,314.62,1.0,1298.62,911.47,400,574.11
10201565,01.01.011.1665,1010111665,0,1331.22,223.11,305.46,1.0,1314.7,911.83,400,576.31
10201566,01.01.011.9022,1010119022,0,1332.95,182.65,272.66,1.0,1316.07,870.97,400,592.49
10201567,01.01.011.1680,1010111680,0,1330.53,210.64,290.1,1.0,1328.46,912.23,400,573.64
10201568,01.01.013.2300,1010132300,0,1339.54,8.38,49.63,104.3,1334.21,626.66,400,744.71
10201569,01.01.011.9007,1010119007,0,1332.23,178.64,263.57,1.0,1331.07,870.97,400,597.45
10201604,01.01.013.0270,1010130270,0,1344.98,12.73,68.05,76.81,1281.94,581.04,400,724.57
10201570,01.01.011.8992,1010118992,0,1331.51,175.11,253.07,1.0,1345.41,871.61,400,601.9
10201571,01.01.011.1770,1010111770,0,1330.68,174.66,265.94,1.0,1351.85,914.57,400,592.93
10201572,01.01.011.9100,1010119100,0,1336.29,100.03,187.13,39.07,1254.39,793.36,400,631.19
10201573,01.01.013.1330,1010131330,0,1342.84,8.43,72.12,104.99,1261.29,614.02,400,704.04
10201574,01.01.011.9082,1010119082,0,1336.01,206.7,296.44,1.0,1255.31,869.57,400,577.44
10201575,01.01.011.1605,1010111605,0,1334.2,244.79,336.5,1.0,1253.47,911.37,400,574.55
10201576,01.01.011.9010,1010119010,0,1334.71,108.62,187.19,17.52,1254.75,826.21,400,632.13
10201577,01.01.011.1620,1010111620,0,1333.5,238.28,333.75,1.0,1269.03,911.36,400,573.08
10201578,01.01.011.9067,1010119067,0,1335.27,201.28,302.02,1.0,1270.76,869.96,400,578.94
10201579,01.01.011.1635,1010111635,0,1331.91,232.3,324.09,1.0,1284.41,911.36,400,574.19
10201580,01.01.011.9052,1010119052,0,1333.67,194.98,292.89,1.0,1285.2,870.4,400,581.92
10201581,01.01.015.1233,1010151233,0,1344.12,157.99,32.58,1.0,1353.33,471.42,400,869.31
10201582,01.01.015.1203,1010151203,0,1343.3,127.06,6.46,1.0,1352.4,505.98,400,863.29
10201583,01.01.015.1204,1010151204,0,1342.33,145.34,28.38,1.0,1368.38,495.6,400,874.56
10201584,01.01.015.1202,1010151202,0,1342.84,124.02,6.49,1.0,1362.34,516.52,400,867.0
10201585,01.01.015.1205,1010151205,0,1342.75,159.23,42.58,1.0,1379.43,487.05,400,807.68
10201586,01.01.015.0815,1010150815,0,1341.89,119.6,6.51,1.0,1372.58,518.31,400,870.4
10201587,01.01.015.1232,1010151232,0,1343.49,189.75,65.05,1.0,1376.8,450.9,400,659.76
10201588,01.01.015.1231,1010151231,0,1344.48,192.55,64.85,1.0,1367.27,440.42,400,651.46
10201589,01.01.015.1206,1010151206,0,1342.75,171.8,55.46,1.0,1388.83,478.16,400,697.83
10201590,01.01.015.1247,1010151247,0,1346.07,139.63,7.81,1.0,1317.61,468.79,400,859.45
10201591,01.01.015.1236,1010151236,0,1346.45,166.77,33.0,1.0,1327.47,445.72,400,864.84
10201592,01.01.015.1246,1010151246,0,1345.66,136.92,7.81,1.0,1325.94,477.03,400,861.76
10201593,01.01.013.3600,1010133600,0,1343.3,61.65,3.63,20.94,1320.65,542.4,400,868.93
10201594,01.01.013.3762,1010133762,0,1341.3,28.42,4.0,63.1,1327.09,583.97,400,870.49
10201595,01.01.015.1235,1010151235,0,1345.1,164.31,33.01,1.0,1335.61,454.13,400,867.6
10201596,01.01.015.1245,1010151245,0,1344.69,133.97,7.81,1.0,1335.44,486.24,400,862.57
10201597,01.01.015.1234,1010151234,0,1345.1,161.47,33.01,1.0,1344.01,462.62,400,869.63
10201598,01.01.013.3682,1010133682,0,1341.84,69.47,3.63,32.98,1339.07,553.45,400,867.43
10201599,01.01.015.1252,1010151252,0,1348.77,154.88,7.55,1.0,1277.15,430.94,400,848.43
10201600,01.01.013.3610,1010133610,0,1344.24,53.71,3.51,12.16,1299.31,529.9,400,877.75
10201601,01.01.015.1250,1010151250,0,1348.41,147.52,7.55,1.0,1292.87,445.56,400,860.98
10201602,01.01.015.1249,1010151249,0,1347.05,144.81,7.7,1.0,1300.85,453.38,400,861.74
10201603,01.01.015.1251,1010151251,0,1348.41,151.0,7.55,1.0,1284.59,438.14,400,849.68
10201605,01.01.015.1248,1010151248,0,1347.05,142.08,7.89,1.0,1309.59,460.89,400,862.37
10201606,01.01.013.0280,1010130280,0,1344.06,18.28,53.54,66.77,1302.42,582.06,400,755.52
10201607,01.01.015.1237,1010151237,0,1346.45,169.19,32.76,1.0,1319.51,437.74,400,862.43
10201608,01.01.015.1228,1010151228,0,1345.81,200.33,64.64,1.0,1343.1,414.7,400,645.44
10201609,01.01.015.1215,1010151215,0,1346.38,222.55,84.6,1.0,1350.19,388.2,400,638.66
10201611,01.01.015.1213,1010151213,0,1345.11,217.83,85.14,1.0,1366.06,406.54,400,641.17
10201612,01.01.015.1214,1010151214,0,1346.11,220.25,84.87,1.0,1358.26,397.46,400,639.78
10201613,01.01.015.1211,1010151211,0,1343.82,211.81,84.79,1.0,1382.31,426.04,400,643.73
10201614,01.01.015.1230,1010151230,0,1344.82,195.44,64.85,1.0,1359.17,431.76,400,646.86
10201615,01.01.015.1212,1010151212,0,1345.11,215.37,85.28,1.0,1374.3,416.53,400,643.31
10201616,01.01.015.1210,1010151210,0,1343.82,208.38,84.35,1.0,1391.14,436.94,400,644.7
10201617,01.01.015.1224,1010151224,0,1348.39,212.33,63.72,1.0,1311.4,382.55,400,645.72
10201618,01.01.015.1219,1010151219,0,1348.63,235.24,83.97,1.0,1320.17,352.85,400,637.65
10201619,01.01.015.1226,1010151226,0,1347.11,205.48,64.22,1.0,1327.1,398.24,400,643.07
10201620,01.01.015.1227,1010151227,0,1347.11,202.73,64.45,1.0,1335.12,406.27,400,644.56
10201621,01.01.015.1225,1010151225,0,1348.39,208.87,63.97,1.0,1319.32,390.33,400,643.8
10201622,01.01.015.1216,1010151216,0,1346.38,225.08,84.4,1.0,1342.44,378.87,400,639.41
10201623,01.01.015.1217,1010151217,0,1347.63,228.14,84.19,1.0,1334.69,370.01,400,638.99
10201624,01.01.015.1238,1010151238,0,1347.79,171.6,32.65,1.0,1311.32,430.28,400,862.66
10201625,01.01.015.1218,1010151218,0,1347.63,231.66,83.97,1.0,1326.92,360.83,400,634.57
10201626,01.01.015.1243,1010151243,0,1350.38,189.3,30.91,1.0,1271.09,393.16,400,857.74
10201627,01.01.015.1253,1010151253,0,1349.76,158.49,7.58,1.0,1269.31,423.7,400,848.66
10201628,01.01.015.1242,1010151242,0,1350.09,185.44,31.28,1.0,1279.1,400.28,400,857.18
10201629,01.01.015.1240,1010151240,0,1348.77,178.52,31.97,1.0,1295.11,414.95,400,860.96
10201630,01.01.015.1222,1010151222,0,1349.64,219.41,63.07,1.0,1289.54,364.66,400,643.57
10201631,01.01.015.1223,1010151223,0,1349.39,215.89,63.52,1.0,1304.25,375.56,400,647.24
10201632,01.01.015.1241,1010151241,0,1349.1,181.81,31.65,1.0,1287.18,407.68,400,861.18
10201633,01.01.015.1239,1010151239,0,1347.79,174.98,32.45,1.0,1303.29,422.64,400,862.33
10201634,01.01.015.1221,1010151221,0,1349.64,235.82,80.94,1.0,1306.55,354.8,400,643.46
10201635,01.01.011.1530,1010111530,0,1337.03,276.69,324.65,1.0,1178.63,911.82,400,611.36
10201636,01.01.011.1545,1010111545,0,1336.32,269.83,325.55,1.0,1194.32,911.48,400,603.74
10201637,01.01.011.1590,1010111590,0,1334.91,250.67,332.83,1.0,1238.91,911.34,400,573.63
10201671,01.01.011.9292,1010119292,0,1343.39,260.81,291.45,1.0,1044.51,870.05,400,645.95
10201638,01.01.011.1560,1010111560,0,1335.61,263.14,327.13,1.0,1208.73,911.32,400,583.66
10201639,01.01.011.1575,1010111575,0,1334.91,256.6,329.57,1.0,1223.41,911.32,400,573.66
10201640,01.01.011.1395,1010111395,0,1341.3,301.75,333.57,1.0,1044.19,912.91,400,640.9
10201641,01.01.011.1410,1010111410,0,1341.3,305.79,332.05,1.0,1058.29,912.91,400,640.75
10201642,01.01.011.1485,1010111485,0,1338.45,297.3,324.98,1.0,1133.68,912.86,400,633.16
10201643,01.01.011.1425,1010111425,0,1340.59,310.18,330.95,1.0,1072.83,913.04,400,639.39
10201644,01.01.011.1455,1010111455,0,1339.16,310.44,327.4,1.0,1103.79,912.91,400,635.22
10201645,01.01.011.1440,1010111440,0,1339.87,314.31,329.68,1.0,1088.62,912.97,400,636.63
10201646,01.01.011.1470,1010111470,0,1339.16,303.87,325.85,1.0,1118.52,912.88,400,633.98
10201647,01.01.011.1500,1010111500,0,1337.74,290.55,324.77,1.0,1148.56,912.83,400,644.45
10201648,01.01.011.1515,1010111515,0,1337.03,283.54,324.63,1.0,1162.82,912.15,400,621.13
10201649,01.01.011.1350,1010111350,0,1343.47,289.69,342.91,1.0,998.3,913.36,400,643.71
10201650,01.01.011.1200,1010111200,0,1346.4,267.93,382.44,1.0,900.98,918.29,400,607.08
10201651,01.01.011.1260,1010111260,0,1345.66,273.12,370.04,1.0,929.87,916.56,400,629.57
10201652,01.01.011.1336,1010111336,0,1343.47,285.59,347.76,1.0,983.03,913.75,400,641.21
10201653,01.01.011.1321,1010111321,0,1344.2,283.32,352.53,1.0,968.03,913.8,400,636.77
10201654,01.01.011.1306,1010111306,0,1344.93,280.65,360.19,1.0,955.91,916.25,400,631.52
10201655,01.01.011.1215,1010111215,0,1346.4,270.15,375.5,1.0,915.06,917.04,400,614.86
10201656,01.01.011.1365,1010111365,0,1342.75,293.74,339.36,1.0,1013.41,913.25,400,646.0
10201657,01.01.011.1380,1010111380,0,1342.02,297.61,336.09,1.0,1028.02,913.07,400,642.04
10201693,01.01.015.1254,1010151254,0,1349.76,162.66,7.6,1.0,1261.41,416.33,400,847.56
10201658,01.01.011.9217,1010119217,0,1340.43,265.71,283.55,1.0,1120.03,870.43,400,638.53
10201659,01.01.011.9202,1010119202,0,1340.43,259.64,283.01,1.0,1134.79,870.43,400,639.33
10201660,01.01.011.9187,1010119187,0,1339.69,253.22,282.81,1.0,1149.8,870.85,400,647.96
10201661,01.01.011.9112,1010119112,0,1336.74,220.02,289.43,1.0,1225.74,870.32,400,577.91
10201662,01.01.011.9097,1010119097,0,1336.01,213.02,292.95,1.0,1240.8,869.57,400,578.21
10201663,01.01.011.9127,1010119127,0,1337.48,226.75,286.79,1.0,1210.37,870.47,400,589.72
10201664,01.01.011.9172,1010119172,0,1338.95,246.79,282.85,1.0,1165.04,870.86,400,627.11
10201665,01.01.011.9142,1010119142,0,1338.21,233.52,284.32,1.0,1195.56,870.43,400,610.0
10201666,01.01.011.9157,1010119157,0,1338.21,239.83,283.38,1.0,1180.65,870.43,400,616.94
10201667,01.01.011.9352,1010119352,0,1345.64,245.73,307.91,1.0,983.81,871.72,400,649.54
10201668,01.01.011.9337,1010119337,0,1344.89,249.42,303.17,1.0,999.92,871.66,400,649.27
10201669,01.01.011.9322,1010119322,0,1344.89,253.43,297.56,1.0,1014.51,870.65,400,649.16
10201670,01.01.011.9307,1010119307,0,1344.14,257.2,294.38,1.0,1031.38,870.51,400,648.95
10201672,01.01.011.9277,1010119277,0,1342.65,264.13,289.57,1.0,1059.0,870.05,400,646.63
10201673,01.01.011.9262,1010119262,0,1342.65,268.78,289.07,1.0,1074.55,870.3,400,645.55
10201674,01.01.011.9232,1010119232,0,1341.17,272.9,285.76,1.0,1105.14,870.76,400,641.17
10201675,01.01.011.9247,1010119247,0,1341.91,273.79,288.77,1.0,1089.86,871.06,400,643.85
10201676,01.01.011.1170,1010111170,0,1347.88,263.59,397.97,1.0,871.15,921.74,400,601.08
10201677,01.01.011.9685,1010119685,0,1350.19,222.08,366.45,1.0,870.27,881.36,400,626.09
10201678,01.01.011.9670,1010119670,0,1349.43,224.36,357.64,1.0,885.3,879.81,400,632.41
10201679,01.01.011.1185,1010111185,0,1347.14,265.49,390.47,1.0,886.13,920.28,400,606.86
10201680,01.01.011.9625,1010119625,0,1347.91,233.27,331.51,1.0,930.29,874.57,400,645.67
10201681,01.01.011.9655,1010119655,0,1348.67,227.17,347.94,1.0,900.3,877.57,400,631.22
10201682,01.01.011.9640,1010119640,0,1348.67,230.02,339.7,1.0,915.72,876.21,400,634.31
10201683,01.01.011.9413,1010119413,0,1347.15,236.06,319.72,1.0,952.32,872.53,400,641.61
10201684,01.01.011.9367,1010119367,0,1346.39,241.73,313.6,1.0,969.05,872.17,400,644.91
10201685,01.01.015.1264,1010151264,0,1352.63,204.65,30.23,1.0,1238.78,364.96,400,865.01
10201686,01.01.013.3615,1010133615,0,1346.63,22.69,3.47,12.15,1219.77,487.72,400,916.62
10201687,01.01.015.1255,1010151255,0,1351.07,166.9,7.62,1.0,1252.97,408.96,400,846.31
10201688,01.01.015.1256,1010151256,0,1351.07,171.92,7.65,1.0,1240.83,399.24,400,853.98
10201689,01.01.011.8875,1010118875,0,1337.82,26.81,108.08,79.18,1227.43,741.32,400,682.26
10201690,01.01.015.1263,1010151263,0,1351.64,215.47,43.44,1.0,1250.69,356.07,400,793.14
10201691,01.01.011.9015,1010119015,0,1333.89,122.39,202.44,1.0,1240.56,851.77,400,625.14
10201692,01.01.015.1244,1010151244,0,1351.38,193.2,30.42,1.0,1260.63,385.29,400,857.66
10201694,01.01.011.8752,1010118752,0,1345.0,5.26,49.75,158.1,1147.09,634.83,400,857.29
10201695,01.01.011.8668,1010118668,0,1345.72,5.16,19.79,148.79,1148.78,604.63,400,991.64
10201696,01.01.013.3620,1010133620,0,1351.41,4.73,1.0,13.46,1153.82,423.82,400,1018.99
10201697,01.01.011.9200,1010119200,0,1341.05,145.42,201.91,41.96,1160.38,789.95,400,654.9
10201698,01.01.015.1267,1010151267,0,1354.84,206.09,8.15,1.31,1202.15,355.78,400,879.11
10201699,01.01.011.9205,1010119205,0,1340.06,174.58,237.67,3.58,1160.46,825.73,400,649.25
10201700,01.01.013.0260,1010130260,0,1346.8,4.85,13.62,88.91,1181.82,574.04,400,950.48
10201701,01.01.015.1266,1010151266,0,1353.62,198.59,8.15,1.91,1209.83,364.15,400,861.41
10201702,01.01.015.1265,1010151265,0,1353.35,189.82,8.19,1.0,1218.46,374.54,400,857.35
10201703,01.01.011.8665,1010118665,0,1351.91,7.4,71.28,155.54,1010.94,616.05,400,823.26
10201704,01.01.011.9405,1010119405,0,1348.52,181.68,246.42,5.8,902.79,824.51,400,643.34
10201705,01.01.011.9400,1010119400,0,1350.58,146.81,213.43,44.01,885.81,790.91,400,664.6
10201706,01.01.011.9496,1010119496,0,1347.64,108.85,154.62,82.06,952.31,736.57,400,703.81
10201707,01.01.011.9505,1010119505,0,1351.65,177.24,319.82,4.99,869.07,833.2,400,634.51
10201708,01.01.011.8834,1010118834,0,1343.5,8.86,99.29,126.35,1018.99,708.21,400,804.98
10201709,01.01.011.8662,1010118662,0,1353.34,7.56,22.04,201.91,1018.65,604.33,400,948.38
10201710,01.01.011.9305,1010119305,0,1343.12,215.33,237.67,4.47,1060.01,824.51,400,658.77
10201711,01.01.011.9300,1010119300,0,1345.01,183.44,201.91,43.68,1061.5,789.95,400,661.64
10201712,01.10.014.0150,1100140150,0,1325.64,521.24,424.19,265.54,1691.89,400.37,400,485.47
10201713,01.10.015.0500,1100150500,0,1313.56,362.03,182.61,475.72,1864.87,743.86,400,571.83
10201714,01.10.015.1159,1100151159,0,1320.1,317.07,201.42,242.09,1663.7,590.71,400,569.97
10201715,01.10.014.0130,1100140130,0,1298.81,686.07,492.69,608.02,2056.48,799.76,400,496.01
10201716,01.10.014.0050,1100140050,0,1292.53,779.74,470.2,791.3,2081.57,1053.23,400,514.26
10201717,01.10.015.0074,1100150074,0,1341.18,495.36,343.25,154.4,1508.23,181.34,400,439.27
10201718,01.10.015.0060,1100150060,0,1339.82,507.37,356.77,168.27,1521.64,183.9,400,436.44
10201719,01.10.015.0751,1100150751,0,1336.67,318.52,201.27,30.86,1459.47,346.0,400,561.13
10201720,01.10.015.0102,1100150102,0,1339.82,519.84,370.56,182.37,1535.46,187.38,400,441.16
10201721,01.10.015.0361,1100150361,0,1339.03,508.62,364.43,180.79,1542.31,211.75,400,445.91
10201722,01.10.015.0356,1100150356,0,1337.67,532.88,391.05,208.54,1569.66,220.8,400,440.37
10201723,01.10.015.0750,1100150750,0,1331.22,310.02,201.71,49.93,1499.96,409.22,400,561.51
10201724,01.10.015.0402,1100150402,0,1326.66,310.02,221.11,178.25,1607.6,534.54,400,556.13
10201725,01.10.014.0645,1100140645,0,1329.7,531.37,425.98,263.25,1678.04,373.35,400,487.83
10201726,01.10.015.0370,1100150370,0,1342.49,420.62,265.32,77.51,1446.64,205.28,400,492.5
10201727,01.01.015.1257,1010151257,0,1349.13,284.03,123.25,1.0,1323.04,300.98,400,624.0
10201728,01.10.015.0030,1100150030,0,1343.55,436.88,275.17,85.82,1446.05,179.93,400,466.75
10201729,01.10.015.0639,1100150639,0,1338.76,332.06,201.27,30.86,1430.57,287.1,400,549.24
10201730,01.10.015.0045,1100150045,0,1342.25,469.88,313.99,124.57,1479.43,179.83,400,451.89
10201731,01.01.015.1220,1010151220,0,1348.84,250.09,95.99,1.0,1319.82,341.7,400,621.04
10201732,01.10.015.0791,1100150791,0,1340.7,356.71,211.95,38.1,1414.19,228.26,400,530.42
10201733,01.01.015.1258,1010151258,0,1350.15,271.96,109.34,1.0,1310.51,310.41,400,616.86
10201734,01.10.015.0088,1100150088,0,1342.25,482.21,328.27,139.07,1493.5,180.03,400,448.39
10201735,01.10.016.6097,1100166097,0,1332.82,657.14,505.87,273.78,1648.65,220.03,400,426.59
10201736,01.10.014.0644,1100140644,0,1327.8,540.34,429.11,263.25,1660.99,321.62,400,472.81
10201737,01.10.016.6146,1100166146,0,1332.8,635.44,490.49,302.18,1648.7,235.21,400,428.02
10201738,01.10.014.0200,1100140200,0,1305.68,597.31,513.73,439.37,1889.41,617.99,400,500.46
10201739,01.10.015.0286,1100150286,0,1333.69,592.96,457.7,278.03,1637.48,255.47,400,444.21
10201740,01.10.015.0300,1100150300,0,1335.16,581.51,444.93,264.73,1624.16,247.46,400,446.2
10201741,01.10.014.0250,1100140250,0,1294.52,733.57,710.17,436.44,2042.09,860.2,400,505.19
10201742,01.10.016.6110,1100166110,0,1332.29,648.06,499.57,293.47,1648.65,228.5,400,429.27
10201743,01.10.015.0244,1100150244,0,1333.27,605.23,464.62,279.67,1631.63,237.2,400,432.98
10201744,01.10.016.6186,1100166186,0,1336.07,598.83,449.16,259.76,1600.59,190.62,400,429.82
10201745,01.10.015.0342,1100150342,0,1336.58,545.05,404.41,222.47,1583.23,226.46,400,437.51
10201746,01.10.016.6176,1100166176,0,1334.98,607.99,459.48,270.28,1612.21,198.91,400,425.96
10201747,01.10.015.0160,1100150160,0,1335.87,581.0,437.89,251.93,1604.1,218.9,400,433.75
10201748,01.10.015.0198,1100150198,0,1334.78,593.13,451.23,265.77,1617.6,227.01,400,436.65
10201749,01.10.015.0328,1100150328,0,1336.25,557.2,417.83,236.47,1596.78,232.74,400,437.41
10201750,01.10.015.0318,1100150318,0,1335.16,569.24,431.26,250.46,1610.34,239.67,400,438.88
10201751,01.10.016.6156,1100166156,0,1333.89,626.29,480.16,291.52,1636.84,217.55,400,424.78
10201752,01.10.016.6166,1100166166,0,1334.98,617.05,469.67,280.7,1624.04,207.69,400,423.07
10201753,01.10.016.6206,1100166206,0,1337.62,578.17,426.58,237.07,1576.47,174.73,400,423.68
